,Computador_para_internet,Tem_tablet,Internet_em_casa,V02323,Celular_para_internet,Tablet_para_internet,Tv_para_internet,Outros_para_internet,internet_3G/4G,internet_discada,internet_banda_larga
74264,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74268,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74269,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74271,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74272,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74273,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74275,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74276,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74277,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74278,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74279,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74281,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74282,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74284,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74286,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74289,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74291,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74292,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74293,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74295,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74297,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74298,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74315,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74320,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74321,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74322,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74325,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74328,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74332,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74334,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74335,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
74336,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim
74338,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não
74340,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim
74341,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim
74344,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
74345,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
74347,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74348,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
74349,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim
74350,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74351,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74353,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
74354,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74355,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
74356,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74357,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74358,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74359,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74363,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74366,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
74375,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não
74378,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
74381,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim
74382,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
74392,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim
74394,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
74395,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74396,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
74415,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74417,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
74420,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74421,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74422,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74423,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
74424,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74425,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74427,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim
74430,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
74431,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74433,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74434,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74435,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74440,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74441,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74442,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74452,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74454,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74462,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74468,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim
74469,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74472,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74473,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74476,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74478,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
74479,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74480,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74481,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74483,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
74484,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74486,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74489,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74492,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74493,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74495,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
74496,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74497,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
74499,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74501,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74502,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74505,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74506,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74513,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74516,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74519,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
74520,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74523,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74525,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74530,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74531,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74532,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74535,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74536,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74553,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74555,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74556,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74557,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
74558,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74562,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74567,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74569,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74573,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74574,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74576,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74579,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
74580,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74581,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74582,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74583,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74584,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74585,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74586,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74587,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74588,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74589,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74591,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74592,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74593,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74595,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74601,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74602,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74603,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74604,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74605,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74608,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74609,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74610,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74611,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74612,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74613,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74614,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74617,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74618,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74619,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74624,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74625,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
74626,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74627,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74629,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
74634,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
74635,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não
74637,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74647,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74657,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74658,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74664,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74665,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74672,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74674,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74675,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74677,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74691,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74698,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74699,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74700,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74703,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74705,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74709,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74715,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74717,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74719,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74736,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74738,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74749,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74758,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
74762,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74767,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74768,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74769,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74776,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74777,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74780,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74781,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
74785,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74788,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74794,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74795,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74800,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim
74801,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74804,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74805,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim
74807,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74808,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
74809,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
74810,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74814,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74815,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74816,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74818,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74825,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74828,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74834,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74835,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74838,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74845,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74846,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74858,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim
74859,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
74864,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
74869,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim
74902,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim
74906,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74907,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74909,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74912,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74913,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
74918,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74923,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74926,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
74932,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74933,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74936,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74940,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74947,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
74948,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74949,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74951,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74953,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
74955,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74961,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74962,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74963,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74964,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74965,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74968,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74969,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74975,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74978,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
74980,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74982,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
74986,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
74988,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
74992,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
74995,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
74997,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
75000,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75002,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75003,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
75005,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
75009,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
75048,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75053,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75060,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
75070,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
75079,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75083,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
75084,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
75090,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75091,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75092,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75098,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75101,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75104,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim
75105,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75106,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75107,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75108,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75109,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75110,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75112,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75113,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
75115,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
75116,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
75118,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75119,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75123,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
75125,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75126,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75127,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75129,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
75130,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
75134,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75135,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75139,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75143,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75147,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75148,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
75150,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75151,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
75152,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75153,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75157,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75158,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75164,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75168,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75178,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75182,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75191,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75192,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75195,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75197,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75199,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75200,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75205,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75210,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75211,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75220,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
75221,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75223,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75224,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75225,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75227,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75234,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
75235,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75242,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
75243,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75249,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
75253,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
75264,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
75267,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
75269,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim
