,V0226,V0227,V02270,V02271,V02272,V02273,V02274,V2027
94432,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
94436,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
94438,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
94441,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
94446,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
94449,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
94450,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
94454,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
94460,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
94465,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
94466,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
94468,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
94469,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
94470,2.0,,2.0,1.0,1.0,3.0,3.0,1.0
94471,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
94474,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
94476,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
94477,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
94479,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94485,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
94486,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
94487,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
94490,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
94495,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
94500,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
94505,2.0,,2.0,2.0,1.0,3.0,3.0,1.0
94521,2.0,,,,1.0,1.0,3.0,3.0
94528,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
94529,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
94534,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
94538,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
94543,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
94544,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94547,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
94551,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
94552,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
94553,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
94554,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94556,2.0,,0.0,2.0,1.0,1.0,1.0,3.0
94563,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
94566,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
94572,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
94574,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
94575,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
94576,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
94580,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
94581,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94583,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
94584,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94585,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94588,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
94589,2.0,,0.0,3.0,3.0,1.0,3.0,3.0
94593,2.0,,1.0,2.0,3.0,3.0,1.0,1.0
94594,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
94597,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
94599,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
94600,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
94602,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94603,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94606,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
94607,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
94611,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94619,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
94620,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
94623,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94625,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
94631,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
94632,2.0,,0.0,3.0,1.0,3.0,3.0,1.0
94634,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94635,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
94636,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94639,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
94643,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94649,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
94652,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
94654,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
94656,2.0,,,,1.0,3.0,1.0,3.0
94658,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
94659,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
94660,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
94661,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94662,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
94663,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
94664,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
94665,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
94666,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94667,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
94668,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94669,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
94670,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94672,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94674,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
94676,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94677,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94678,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
94680,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94685,2.0,,0.0,2.0,1.0,1.0,1.0,1.0
94686,2.0,,,,1.0,1.0,3.0,3.0
94687,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
94688,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
94692,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
94694,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
94696,2.0,,0.0,3.0,3.0,1.0,3.0,1.0
94697,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
94699,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
94703,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
94704,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
94705,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
94706,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
94707,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
94709,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
94711,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
94712,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
94715,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
94716,2.0,,,,3.0,1.0,3.0,3.0
94722,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
94724,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
94725,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
94727,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
94728,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
94734,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
94738,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
94743,2.0,,1.0,2.0,3.0,3.0,3.0,1.0
94744,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
94745,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
94747,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
94751,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
94752,2.0,,0.0,3.0,3.0,3.0,3.0,1.0
94756,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
94757,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
94769,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
94771,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
94772,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
94775,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
94776,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
94777,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
94785,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94786,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
94789,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
94791,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
94793,2.0,,2.0,2.0,3.0,1.0,1.0,1.0
94795,2.0,,1.0,0.0,3.0,5.0,1.0,1.0
94797,2.0,,2.0,2.0,3.0,1.0,1.0,1.0
94803,2.0,,0.0,2.0,3.0,1.0,1.0,1.0
94804,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
94809,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
94818,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
94828,2.0,,4.0,0.0,1.0,3.0,1.0,1.0
94833,2.0,,4.0,0.0,3.0,3.0,3.0,1.0
94847,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
94848,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
94850,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
94855,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
94856,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
94861,2.0,,0.0,2.0,3.0,1.0,1.0,1.0
94868,2.0,,2.0,0.0,3.0,5.0,3.0,3.0
94871,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94876,2.0,,0.0,1.0,1.0,5.0,3.0,1.0
94877,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
94894,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
94896,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
94897,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
94899,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
94901,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
94902,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
94905,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
94913,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
94914,2.0,,1.0,0.0,3.0,5.0,1.0,1.0
94918,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
94919,2.0,,4.0,0.0,3.0,3.0,1.0,1.0
94921,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
94922,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
94926,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
94927,2.0,,0.0,1.0,1.0,3.0,1.0,3.0
94929,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
94932,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
94933,2.0,,0.0,2.0,1.0,3.0,3.0,1.0
94935,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
94937,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
94939,2.0,,0.0,2.0,1.0,3.0,3.0,3.0
94944,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
94947,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
94948,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
94950,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
94951,2.0,,,,1.0,1.0,3.0,3.0
94952,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
94955,2.0,,3.0,1.0,1.0,3.0,1.0,1.0
94957,2.0,,2.0,1.0,3.0,3.0,1.0,1.0
94958,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
94959,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
94964,2.0,,2.0,2.0,3.0,1.0,3.0,1.0
94969,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
94971,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
94972,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
94976,2.0,,,,3.0,1.0,3.0,3.0
94977,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
94980,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
94981,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
94984,2.0,,1.0,2.0,1.0,1.0,1.0,1.0
94988,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
95002,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
95007,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
95008,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
95012,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95017,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
95019,2.0,,,,1.0,3.0,3.0,
95021,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
95026,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95027,2.0,,,,3.0,3.0,3.0,
95029,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95031,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
95036,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95040,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95044,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95045,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
95046,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95048,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
95055,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
95056,2.0,,2.0,0.0,3.0,5.0,1.0,1.0
95059,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
95061,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95062,2.0,,0.0,2.0,3.0,1.0,1.0,1.0
95073,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95077,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
95080,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
95081,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
95089,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95090,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
95098,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
95100,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
95101,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
95102,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
95111,2.0,,0.0,2.0,3.0,1.0,3.0,1.0
95112,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
95113,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
95114,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95116,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95117,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
95118,2.0,,0.0,4.0,3.0,1.0,3.0,1.0
95120,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
95121,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
95122,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
95125,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
95127,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
95129,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95131,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
95135,2.0,,,,1.0,1.0,3.0,3.0
95136,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
95137,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
95140,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95141,2.0,,1.0,0.0,1.0,5.0,3.0,3.0
95142,2.0,,0.0,2.0,1.0,1.0,3.0,3.0
95144,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
95145,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
95146,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
95147,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
95152,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95154,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95155,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
95159,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
95161,2.0,,0.0,2.0,1.0,5.0,3.0,1.0
95163,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
95176,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95181,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95182,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
95187,2.0,,1.0,3.0,1.0,1.0,3.0,1.0
95191,2.0,,2.0,0.0,1.0,5.0,3.0,1.0
95193,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
95194,2.0,,,,1.0,1.0,3.0,3.0
95197,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95198,2.0,,0.0,4.0,1.0,1.0,3.0,1.0
95199,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
95201,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
95202,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
95204,2.0,,0.0,2.0,1.0,1.0,3.0,3.0
95210,2.0,,0.0,2.0,1.0,1.0,1.0,3.0
95212,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
95213,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95214,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
95216,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
95218,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
95222,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95224,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
95227,2.0,,7.0,1.0,1.0,1.0,3.0,1.0
95229,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
95234,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
95236,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95237,2.0,,1.0,1.0,1.0,1.0,1.0,3.0
95238,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95239,2.0,,,,1.0,1.0,1.0,3.0
95240,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95241,2.0,,0.0,3.0,1.0,1.0,1.0,1.0
95242,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95244,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
95245,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
95246,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
95247,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
95249,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
95250,2.0,,,,1.0,1.0,3.0,3.0
95252,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95253,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
95255,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95256,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95257,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95258,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95259,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
95263,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95268,2.0,,3.0,1.0,1.0,3.0,1.0,1.0
95270,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95272,2.0,,0.0,2.0,1.0,1.0,1.0,1.0
95274,2.0,,2.0,2.0,1.0,3.0,1.0,1.0
95277,2.0,,1.0,1.0,1.0,3.0,1.0,3.0
95278,2.0,,2.0,1.0,3.0,3.0,1.0,1.0
95281,2.0,,0.0,3.0,1.0,3.0,1.0,1.0
95283,2.0,,2.0,1.0,3.0,3.0,3.0,1.0
95285,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
95286,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95287,2.0,,0.0,2.0,1.0,3.0,3.0,3.0
95291,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
95292,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
95294,2.0,,1.0,1.0,1.0,1.0,3.0,3.0
95295,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
95297,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
95300,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95301,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
95305,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95306,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
95307,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
95310,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95311,2.0,,1.0,3.0,1.0,1.0,3.0,1.0
95314,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
95319,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95320,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
95321,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95324,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95325,2.0,,0.0,1.0,1.0,1.0,1.0,3.0
95330,2.0,,,,1.0,1.0,1.0,3.0
95331,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
95337,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
95338,2.0,,,,3.0,1.0,1.0,3.0
95339,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
95342,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
95345,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
95346,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
95352,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
95355,2.0,,,,1.0,1.0,3.0,3.0
95357,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95359,2.0,,,,1.0,1.0,1.0,3.0
95360,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
95363,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95373,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
95374,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
95375,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
95376,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95378,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95383,2.0,,0.0,2.0,3.0,3.0,3.0,3.0
95387,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
95388,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95390,2.0,,2.0,2.0,1.0,1.0,1.0,1.0
95391,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
95394,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95396,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
95398,2.0,,1.0,1.0,1.0,1.0,1.0,3.0
95400,2.0,,4.0,0.0,1.0,1.0,1.0,1.0
95402,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95406,2.0,,4.0,0.0,3.0,3.0,3.0,1.0
95409,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
95411,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
95417,2.0,,2.0,1.0,1.0,3.0,3.0,3.0
95419,2.0,,0.0,3.0,1.0,3.0,3.0,1.0
95421,2.0,,3.0,0.0,3.0,3.0,3.0,1.0
95422,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
95423,2.0,,2.0,0.0,1.0,3.0,1.0,3.0
95424,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
95430,2.0,,2.0,2.0,1.0,1.0,1.0,1.0
95431,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
95432,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
95436,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95437,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
95439,2.0,,6.0,0.0,1.0,3.0,3.0,1.0
95440,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
95442,2.0,,3.0,0.0,1.0,3.0,3.0,1.0
95443,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
95445,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
95446,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
95448,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
95449,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
95454,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95456,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
95461,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
95463,2.0,,2.0,1.0,3.0,1.0,3.0,1.0
95464,2.0,,5.0,0.0,1.0,1.0,1.0,1.0
95465,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95466,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
95468,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95469,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
95472,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95473,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
95474,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
95476,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
95483,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
95485,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
95489,2.0,,2.0,0.0,1.0,1.0,1.0,3.0
95492,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
95493,2.0,,0.0,2.0,3.0,3.0,3.0,3.0
95494,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
95496,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
95497,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95498,2.0,,1.0,2.0,1.0,1.0,3.0,3.0
95502,2.0,,4.0,0.0,1.0,1.0,1.0,1.0
95506,2.0,,2.0,0.0,3.0,3.0,3.0,1.0
95508,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
95509,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
95510,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
95517,2.0,,2.0,1.0,1.0,1.0,1.0,1.0
95527,2.0,,,,1.0,1.0,3.0,3.0
95528,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
95531,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
95532,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95534,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95535,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95538,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
95539,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
95542,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95544,2.0,,,,1.0,1.0,3.0,3.0
95546,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
95547,2.0,,0.0,1.0,1.0,1.0,3.0,3.0
95549,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95550,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
95551,2.0,,1.0,2.0,1.0,3.0,3.0,1.0
95553,2.0,,0.0,1.0,1.0,1.0,3.0,1.0
95554,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
95555,2.0,,,,1.0,1.0,3.0,3.0
95556,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
95557,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
95559,2.0,,,,1.0,1.0,1.0,3.0
95563,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
95570,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
95572,4.0,3.0,2.0,1.0,,,,1.0
95573,2.0,,3.0,0.0,1.0,5.0,3.0,1.0
