,V0226,V0227,V02270,V02271,V02272,V02273,V02274,V2027
1711,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
1712,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
1713,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
1715,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
1717,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
1718,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
1719,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
1720,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
1729,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1733,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
1735,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
1738,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
1739,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
1748,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
1752,2.0,,1.0,1.0,1.0,3.0,1.0,1.0
1761,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
1768,2.0,,0.0,1.0,1.0,3.0,1.0,1.0
1769,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
1794,2.0,,2.0,0.0,1.0,1.0,1.0,3.0
1797,2.0,,3.0,1.0,1.0,1.0,1.0,1.0
1803,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
1812,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
1814,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
1815,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
1816,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
1817,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1823,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
1826,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
1828,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
1832,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1836,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1838,2.0,,0.0,1.0,1.0,3.0,1.0,1.0
1839,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
1840,4.0,3.0,,,,,,3.0
1843,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1844,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1846,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
1847,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1848,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
1851,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1852,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1855,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1860,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
1862,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
1863,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
1890,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1902,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1904,2.0,,1.0,0.0,3.0,5.0,1.0,3.0
1911,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
1912,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1914,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1916,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
1920,2.0,,1.0,1.0,3.0,5.0,1.0,3.0
1922,2.0,,0.0,2.0,3.0,3.0,1.0,1.0
1929,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
1932,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
1933,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
1934,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
1936,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
1939,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
1942,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
1943,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
1944,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
1945,2.0,,2.0,2.0,3.0,3.0,1.0,1.0
1952,2.0,,2.0,1.0,1.0,3.0,3.0,1.0
1953,2.0,,1.0,0.0,3.0,5.0,1.0,1.0
1954,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
1960,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
1961,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
1967,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1972,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
1977,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
1982,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
1985,2.0,,1.0,3.0,3.0,3.0,1.0,1.0
1995,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
2006,2.0,,1.0,2.0,3.0,3.0,1.0,1.0
2010,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2012,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2015,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2022,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
2026,2.0,,0.0,1.0,1.0,3.0,1.0,1.0
2030,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2034,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2036,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2049,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2058,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2065,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2068,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2069,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
2071,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2073,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2076,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
2079,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
2081,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2084,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2091,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
2097,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
2099,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2104,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
2105,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2108,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
2114,2.0,,1.0,1.0,1.0,3.0,3.0,1.0
2115,2.0,,4.0,0.0,1.0,3.0,1.0,3.0
2122,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2134,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
2139,4.0,3.0,,,,,,3.0
2140,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2142,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2143,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2145,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2148,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2150,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2152,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
2153,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2165,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2166,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2174,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
2177,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2181,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2185,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2186,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2195,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2217,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2243,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
2244,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2252,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2255,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2257,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
2325,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2326,2.0,,1.0,1.0,3.0,1.0,1.0,3.0
2330,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
2333,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
2336,2.0,,1.0,0.0,1.0,3.0,3.0,1.0
2340,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2347,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2352,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2354,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2375,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2408,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
2411,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2412,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2413,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
2416,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2443,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
2444,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2449,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
2474,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2495,2.0,,1.0,0.0,1.0,5.0,3.0,1.0
2498,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
2506,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2551,4.0,3.0,,,,,,3.0
2561,2.0,,0.0,2.0,3.0,1.0,1.0,3.0
2570,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2571,2.0,,2.0,0.0,3.0,1.0,1.0,3.0
2576,4.0,3.0,,,,,,3.0
2580,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
2582,2.0,,5.0,0.0,3.0,1.0,1.0,1.0
2586,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2624,2.0,,0.0,1.0,3.0,1.0,1.0,1.0
2627,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2646,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
2648,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
2650,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
2651,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2652,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
2653,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
2657,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2659,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2665,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2670,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
2673,2.0,,0.0,2.0,3.0,3.0,1.0,3.0
2676,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2679,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2680,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2687,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2704,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2727,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2728,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2729,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
2732,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
2733,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2743,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2745,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
2754,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
2759,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2781,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2787,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2807,2.0,,1.0,0.0,3.0,5.0,1.0,1.0
2812,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2818,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2822,2.0,,2.0,1.0,1.0,1.0,3.0,3.0
2823,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
2824,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
2825,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
2826,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
2829,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
2832,2.0,,3.0,1.0,1.0,1.0,1.0,3.0
2834,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
2835,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
2836,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
2837,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2838,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
2844,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2847,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
2848,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
2851,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
2852,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2854,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
2858,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2894,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
2907,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
2909,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2915,2.0,,0.0,1.0,3.0,1.0,1.0,3.0
2917,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
2921,4.0,3.0,,,,,,3.0
2925,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
2928,2.0,,3.0,1.0,1.0,1.0,1.0,1.0
2930,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
2932,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
2934,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
2938,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
2942,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
2948,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
2956,2.0,,1.0,3.0,1.0,1.0,1.0,1.0
2958,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
2964,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2968,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
2972,2.0,,2.0,0.0,3.0,1.0,1.0,3.0
2987,2.0,,0.0,1.0,3.0,3.0,1.0,1.0
2990,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
2994,2.0,,1.0,0.0,1.0,3.0,1.0,3.0
2997,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
2999,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
3001,2.0,,1.0,1.0,3.0,5.0,1.0,3.0
3002,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
3003,2.0,,0.0,1.0,3.0,5.0,1.0,1.0
3005,2.0,,2.0,2.0,3.0,3.0,3.0,1.0
3006,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
3023,2.0,,1.0,0.0,3.0,5.0,1.0,3.0
3035,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
3053,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
3062,2.0,,1.0,0.0,1.0,3.0,1.0,3.0
3066,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
3069,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
3089,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
3090,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
3094,2.0,,1.0,0.0,3.0,3.0,1.0,3.0
3096,2.0,,3.0,0.0,1.0,3.0,1.0,1.0
3097,2.0,,1.0,1.0,3.0,3.0,1.0,1.0
3099,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
3122,2.0,,1.0,0.0,3.0,3.0,1.0,1.0
3123,2.0,,1.0,0.0,1.0,3.0,1.0,1.0
3194,2.0,,3.0,0.0,3.0,3.0,1.0,1.0
3208,2.0,,2.0,0.0,3.0,3.0,1.0,1.0
3216,2.0,,1.0,2.0,3.0,1.0,1.0,3.0
3218,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
3246,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
3248,2.0,,1.0,0.0,3.0,5.0,1.0,1.0
3277,2.0,,4.0,0.0,3.0,3.0,1.0,1.0
3279,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3285,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
3287,2.0,,1.0,1.0,1.0,1.0,1.0,3.0
3301,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
3303,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
3346,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
3354,2.0,,1.0,2.0,3.0,1.0,3.0,3.0
3355,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
3356,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
3357,2.0,,2.0,2.0,1.0,1.0,3.0,1.0
3358,2.0,,0.0,2.0,1.0,3.0,3.0,3.0
3359,4.0,3.0,,,,,,3.0
3360,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3363,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3367,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
3368,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
3372,2.0,,9.0,0.0,1.0,1.0,5.0,1.0
3374,2.0,,5.0,0.0,1.0,1.0,3.0,1.0
3377,2.0,,0.0,3.0,1.0,5.0,5.0,1.0
3378,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3381,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3399,2.0,,0.0,1.0,1.0,3.0,3.0,1.0
3400,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
3403,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3408,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
3409,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
3410,2.0,,2.0,0.0,3.0,1.0,1.0,1.0
3419,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
3420,2.0,,0.0,1.0,3.0,1.0,3.0,3.0
3428,2.0,,0.0,2.0,3.0,3.0,1.0,3.0
3431,2.0,,1.0,2.0,1.0,1.0,3.0,1.0
3432,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3433,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
3435,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3436,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
3437,2.0,,0.0,1.0,1.0,1.0,1.0,1.0
3441,2.0,,4.0,0.0,1.0,1.0,1.0,1.0
3446,2.0,,0.0,1.0,3.0,1.0,3.0,1.0
3448,2.0,,1.0,3.0,1.0,3.0,1.0,1.0
3449,2.0,,0.0,3.0,3.0,3.0,3.0,1.0
3450,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
3454,2.0,,0.0,3.0,1.0,3.0,3.0,3.0
3456,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
3457,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
3458,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3464,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
3465,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3471,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3472,2.0,,2.0,0.0,3.0,1.0,3.0,3.0
3474,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3480,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3486,2.0,,4.0,0.0,1.0,1.0,3.0,1.0
3492,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
3493,2.0,,2.0,1.0,1.0,3.0,1.0,1.0
3494,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
3500,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
3504,4.0,3.0,,,,,,3.0
3505,2.0,,0.0,2.0,1.0,1.0,3.0,1.0
3512,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
3517,2.0,,3.0,1.0,1.0,1.0,3.0,1.0
3519,2.0,,3.0,0.0,1.0,1.0,3.0,3.0
3520,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
3521,2.0,,4.0,1.0,1.0,1.0,3.0,1.0
3523,2.0,,4.0,2.0,1.0,1.0,3.0,1.0
3524,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
3527,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
3531,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
3532,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
3551,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3555,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
3557,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
3559,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
3561,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
3563,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
3564,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
3565,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
3567,2.0,,2.0,2.0,3.0,1.0,1.0,1.0
3569,2.0,,1.0,0.0,3.0,1.0,1.0,3.0
3572,2.0,,4.0,0.0,3.0,1.0,3.0,1.0
3573,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3574,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
3576,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
3580,2.0,,0.0,2.0,1.0,1.0,1.0,1.0
3585,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
3586,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
3588,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
3590,2.0,,2.0,0.0,1.0,3.0,3.0,1.0
3591,2.0,,0.0,2.0,1.0,3.0,3.0,3.0
3592,2.0,,0.0,1.0,1.0,5.0,3.0,1.0
3594,2.0,,2.0,1.0,1.0,1.0,1.0,3.0
3595,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3598,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
3612,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
3632,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
3641,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
3644,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
3654,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3656,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
3673,2.0,,4.0,0.0,1.0,1.0,1.0,3.0
3674,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
3677,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
3682,2.0,,0.0,1.0,3.0,3.0,1.0,3.0
3683,2.0,,1.0,1.0,1.0,3.0,3.0,3.0
3684,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3685,2.0,,2.0,0.0,1.0,1.0,1.0,3.0
3687,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3688,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
3689,2.0,,2.0,0.0,3.0,1.0,3.0,1.0
3691,2.0,,4.0,0.0,1.0,1.0,3.0,3.0
3692,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
3694,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
3695,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
3696,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
3697,2.0,,1.0,1.0,3.0,1.0,3.0,3.0
3700,2.0,,3.0,0.0,3.0,1.0,3.0,1.0
3702,2.0,,0.0,1.0,3.0,3.0,3.0,1.0
3703,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
3705,2.0,,3.0,0.0,3.0,3.0,3.0,1.0
3706,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3707,2.0,,1.0,0.0,1.0,3.0,1.0,3.0
3708,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3710,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
3711,2.0,,1.0,0.0,3.0,3.0,3.0,1.0
3712,2.0,,1.0,1.0,3.0,1.0,3.0,1.0
3715,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
3716,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
3717,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
3718,2.0,,2.0,1.0,1.0,1.0,3.0,1.0
3720,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
3721,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
3722,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
3723,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
3724,2.0,,2.0,0.0,1.0,1.0,3.0,1.0
3726,2.0,,1.0,0.0,1.0,1.0,3.0,1.0
3728,2.0,,1.0,1.0,1.0,1.0,1.0,1.0
3729,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
3730,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3731,2.0,,1.0,1.0,1.0,1.0,3.0,1.0
3732,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
3733,2.0,,3.0,0.0,1.0,1.0,3.0,1.0
3735,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
3736,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3738,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
3743,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
3744,2.0,,2.0,0.0,3.0,1.0,1.0,3.0
3747,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
3749,2.0,,1.0,2.0,1.0,1.0,1.0,1.0
3751,2.0,,0.0,1.0,1.0,3.0,1.0,1.0
3758,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
3766,2.0,,3.0,0.0,1.0,1.0,1.0,1.0
3769,2.0,,1.0,0.0,1.0,1.0,1.0,3.0
3773,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3784,2.0,,1.0,1.0,3.0,1.0,1.0,1.0
3786,2.0,,1.0,0.0,1.0,1.0,3.0,3.0
3788,2.0,,2.0,0.0,1.0,1.0,3.0,3.0
3792,2.0,,2.0,1.0,3.0,1.0,1.0,1.0
3794,2.0,,0.0,1.0,1.0,3.0,3.0,3.0
3800,2.0,,2.0,1.0,1.0,3.0,3.0,1.0
3801,2.0,,2.0,0.0,1.0,3.0,3.0,3.0
3819,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
3828,2.0,,1.0,0.0,1.0,3.0,3.0,3.0
3833,2.0,,1.0,0.0,1.0,1.0,1.0,1.0
3835,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
3837,2.0,,2.0,0.0,1.0,1.0,1.0,1.0
3838,2.0,,0.0,2.0,3.0,3.0,3.0,3.0
3850,2.0,,1.0,1.0,3.0,3.0,3.0,1.0
3852,2.0,,1.0,1.0,1.0,3.0,1.0,3.0
3862,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
3863,2.0,,2.0,0.0,1.0,5.0,1.0,3.0
3864,2.0,,2.0,0.0,3.0,3.0,3.0,3.0
3866,2.0,,2.0,2.0,3.0,3.0,3.0,3.0
3867,2.0,,1.0,1.0,3.0,3.0,3.0,3.0
3868,2.0,,1.0,0.0,3.0,3.0,3.0,3.0
3875,2.0,,0.0,1.0,3.0,3.0,3.0,3.0
3880,2.0,,1.0,0.0,3.0,1.0,3.0,1.0
3885,2.0,,0.0,2.0,3.0,3.0,3.0,1.0
3887,2.0,,1.0,2.0,3.0,3.0,1.0,1.0
3892,2.0,,3.0,0.0,1.0,1.0,1.0,3.0
3907,2.0,,1.0,0.0,3.0,1.0,1.0,1.0
3913,2.0,,1.0,0.0,3.0,1.0,3.0,3.0
