,Computador_para_internet,Tem_tablet,Internet_em_casa,V02323,Celular_para_internet,Tablet_para_internet,Tv_para_internet,Outros_para_internet,internet_3G/4G,internet_discada,internet_banda_larga
95465,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95466,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95468,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95469,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95473,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95474,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95476,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95480,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95489,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95496,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
95498,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95500,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
95502,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95504,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95507,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95508,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95509,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95511,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95517,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
95531,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
95532,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
95534,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
95536,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
95539,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
95545,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95547,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95549,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
95550,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95570,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95572,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95573,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95574,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95575,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95578,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95582,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95590,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95593,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
95594,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95596,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95597,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95599,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95600,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95601,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
95604,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim
95606,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95607,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
95624,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95632,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95644,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95645,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95646,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
95650,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95651,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95657,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95658,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95660,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim
95661,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim
95663,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95664,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95669,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95670,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95672,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95674,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95675,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95679,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
95682,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95683,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95685,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95686,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95690,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95697,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95699,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95704,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95709,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
95717,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95719,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95721,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95722,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95728,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95738,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95744,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95746,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95796,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95808,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
95814,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim
95817,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
95823,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95824,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95828,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95833,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95837,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95847,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
95852,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95856,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95864,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
95868,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95871,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95874,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95877,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95878,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95881,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95887,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
95888,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95895,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95898,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
95899,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95905,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
95912,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95914,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
95916,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
95920,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95921,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95925,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
95929,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
95931,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95932,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
95939,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
95943,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95956,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95958,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95965,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95968,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
95970,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95972,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
95976,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95979,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
95991,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
95998,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96000,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96010,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96014,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96021,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96022,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96023,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96024,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
96025,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96027,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96029,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96031,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim
96033,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96042,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96043,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96057,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96063,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
96068,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
96073,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96084,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96090,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim
96093,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
96094,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim
96102,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96106,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96114,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96122,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96123,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96124,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96125,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96128,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96131,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96134,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96139,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96143,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96148,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96152,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96153,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
96156,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96158,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96160,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96161,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96162,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96165,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim
96166,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96168,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96170,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96171,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96180,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96182,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96186,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96190,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96191,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96192,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96197,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96200,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96202,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96204,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
96206,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96208,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96212,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96217,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96221,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
96227,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96231,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96235,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96237,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96240,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96241,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim
96243,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96245,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim
96246,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96247,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96248,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96249,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96250,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96252,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96258,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96262,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não
96265,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
96267,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96271,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96278,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
96281,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96282,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96289,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim
96292,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96293,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim
96294,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96300,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96304,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96315,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96316,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96317,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96319,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96321,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96327,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96330,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
96333,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96334,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96338,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96342,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
96343,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96348,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96351,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96353,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96354,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96356,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
96357,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96359,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não
96361,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96366,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96367,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96369,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
96371,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96373,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96375,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96382,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
96384,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96397,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96405,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96406,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96407,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
96408,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96409,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96411,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim
96412,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96413,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96415,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
96416,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96417,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96418,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96421,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96426,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
96427,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96428,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96429,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
96432,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96435,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
96438,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96441,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
96465,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96469,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96472,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96473,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96476,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96478,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96479,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96481,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96485,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96487,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96490,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96493,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96495,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96499,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96500,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96504,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96505,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96511,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96516,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96526,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96528,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96539,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96540,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96558,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96566,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
96567,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim
96570,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96572,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
96586,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96590,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96593,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96596,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
96600,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
96602,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96603,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96604,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96613,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não
96615,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim
96617,Não,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não
96632,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não
96641,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96645,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim
96646,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96657,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96672,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96686,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96690,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96695,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96697,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim
96707,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96711,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96715,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não
96721,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim
96724,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96726,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96733,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não
96739,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96743,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não
96750,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96755,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim
96764,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96776,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim
96780,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não
